CodFuncionario,Genero,Idade,Tipo de Trabalho,Unidade,Centro de Custo,Data Admissao,Situação,Tipo Pagamento,Motivo Demissão, Salário ,Data Demissão
18618,Feminino,21,Tempo Integral,Dunedin,Pesquisa,9/3/2014,Ativo,Horista,Sem Justa Causa," R$ 9,250.00 ",
26248,Masculino,27,Tempo Integral,Hamilton,RH,9/3/2014,Ativo,Mensalista,Sem Justa Causa," R$ 7,500.00 ",
27038,Masculino,20,Contrato,Manukau,Pesquisa,9/3/2014,Ativo,Horista,Sem Justa Causa," R$ 6,083.33 ",
32862,Feminino,18,Tempo Integral,Auckland,Jurídico,9/3/2014,Ativo,Mensalista,Sem Justa Causa," R$ 7,750.00 ",
20430,Masculino,23,Contrato,Nelson,TI,9/3/2014,Ativo,Horista,Pedido de Demissão," R$ 7,250.00 ",
20940,Masculino,32,Tempo Integral,Wellington,Operacional,9/3/2014,Inativo,Horista,Sem Justa Causa," R$ 5,166.67 ",2/10/2015
30960,Masculino,40,Contrato,North Shore,Vendas e Marketing,9/3/2014,Inativo,Mensalista,Sem Justa Causa," R$ 6,916.67 ",2/10/2015
15032,Feminino,21,Tempo Integral,Auckland,Gerente Executivo,9/3/2014,Ativo,Mensalista,Pedido de Demissão," R$ 24,416.67 ",
20262,Masculino,35,Tempo Integral,Christchurch,Manutenção,9/3/2014,Ativo,Mensalista,Sem Justa Causa," R$ 3,000.00 ",
20342,Masculino,25,Contrato,Auckland,Jurídico,9/3/2014,Inativo,Horista,Sem Justa Causa," R$ 8,000.00 ",2/10/2015
15422,Masculino,29,Contrato,Manukau,Financeiro,9/3/2014,Ativo,Horista,Sem Justa Causa," R$ 7,333.33 ",
9072,Feminino,18,Contrato,Auckland,Pesquisa,9/3/2014,Ativo,Mensalista,Pedido de Demissão," R$ 5,833.33 ",
15950,Masculino,21,Tempo Integral,Dunedin,Financeiro,9/3/2014,Ativo,Mensalista,Sem Justa Causa," R$ 9,833.33 ",
31078,Masculino,46,Tempo Integral,Dunedin,Financeiro,9/3/2014,Ativo,Mensalista,Sem Justa Causa," R$ 12,916.67 ",
5912,Masculino,45,Tempo Integral,Dunedin,Operacional,9/3/2014,Inativo,Mensalista,Sem Justa Causa," R$ 4,583.33 ",2/10/2015
654,Feminino,31,Contrato,Auckland,Manutenção,9/3/2014,Inativo,Mensalista,Sem Justa Causa," R$ 3,083.33 ",2/10/2015
31210,Masculino,19,Tempo Parcial,Nelson,Vendas e Marketing,9/3/2014,Ativo,Mensalista,Sem Justa Causa," R$ 5,750.00 ",
15474,Feminino,27,Tempo Integral,Auckland,Vendas e Marketing,9/3/2014,Ativo,Mensalista,Sem Justa Causa," R$ 5,666.67 ",
12448,Feminino,35,Tempo Integral,Wellington,Financeiro,9/3/2014,Ativo,Horista,Sem Justa Causa," R$ 11,166.67 ",
7826,Masculino,39,Tempo Integral,Wellington,Jurídico,9/3/2014,Ativo,Horista,Sem Justa Causa," R$ 8,916.67 ",
19382,Masculino,19,Contrato,Auckland,Manutenção,9/3/2014,Inativo,Mensalista,Sem Justa Causa," R$ 4,000.00 ",2/10/2015
7452,Masculino,19,Contrato,Auckland,Pesquisa,9/3/2014,Inativo,Mensalista,Pedido de Demissão," R$ 5,500.00 ",2/10/2015
29304,Feminino,20,Tempo Integral,Nelson,Manutenção,9/3/2014,Ativo,Mensalista,Sem Justa Causa," R$ 4,083.33 ",
28244,Masculino,30,Tempo Parcial,Nelson,Manutenção,9/3/2014,Inativo,Mensalista,Sem Justa Causa," R$ 4,166.67 ",2/10/2015
1752,Feminino,18,Tempo Integral,Manukau,TI,9/3/2014,Ativo,Mensalista,Sem Justa Causa," R$ 9,000.00 ",
15842,Feminino,21,Contrato,Hamilton,Jurídico,9/3/2014,Inativo,Mensalista,Sem Justa Causa," R$ 7,500.00 ",2/10/2015
17576,Feminino,25,Tempo Integral,Wellington,Financeiro,9/3/2014,Ativo,Mensalista,Sem Justa Causa," R$ 7,416.67 ",
4792,Masculino,22,Tempo Parcial,Wellington,Manutenção,9/3/2014,Ativo,Mensalista,Sem Justa Causa," R$ 3,916.67 ",
2840,Masculino,23,Tempo Parcial,North Shore,Financeiro,9/3/2014,Ativo,Mensalista,Sem Justa Causa," R$ 10,250.00 ",
28492,Feminino,19,Tempo Integral,Christchurch,RH,9/3/2014,Ativo,Mensalista,Sem Justa Causa," R$ 7,166.67 ",
30744,Masculino,22,Contrato,Christchurch,Financeiro,9/3/2014,Ativo,Horista,Sem Justa Causa," R$ 10,250.00 ",
30534,Feminino,18,Tempo Parcial,Auckland,Gerente Executivo,9/3/2014,Ativo,Horista,Sem Justa Causa," R$ 31,916.67 ",
7824,Feminino,29,Tempo Parcial,Auckland,Operacional,9/3/2014,Ativo,Mensalista,Sem Justa Causa," R$ 4,000.00 ",
10380,Feminino,19,Tempo Integral,Christchurch,Financeiro,9/4/2014,Ativo,Horista,Pedido de Demissão," R$ 14,166.67 ",
3112,Feminino,24,Tempo Parcial,Hamilton,RH,9/4/2014,Ativo,Mensalista,Sem Justa Causa," R$ 4,166.67 ",
2178,Feminino,21,Tempo Integral,Nelson,TI,9/4/2014,Ativo,Horista,Sem Justa Causa," R$ 5,916.67 ",
13830,Masculino,37,Tempo Integral,Wellington,Manutenção,9/4/2014,Inativo,Horista,Pedido de Demissão," R$ 3,000.00 ",2/11/2015
10236,Feminino,21,Tempo Integral,Auckland,Vendas e Marketing,9/4/2014,Inativo,Mensalista,Sem Justa Causa," R$ 5,750.00 ",2/11/2015
8918,Masculino,20,Tempo Parcial,Christchurch,Financeiro,9/4/2014,Ativo,Mensalista,Pedido de Demissão," R$ 11,000.00 ",
11916,Masculino,36,Tempo Integral,Auckland,TI,9/4/2014,Inativo,Mensalista,Sem Justa Causa," R$ 5,250.00 ",2/11/2015
30240,Masculino,28,Tempo Integral,Christchurch,Operacional,9/4/2014,Ativo,Horista,Sem Justa Causa," R$ 5,666.67 ",
6778,Masculino,62,Contrato,Dunedin,RH,9/4/2014,Inativo,Mensalista,Sem Justa Causa," R$ 7,583.33 ",2/11/2015
1790,Masculino,16,Tempo Integral,Auckland,RH,9/4/2014,Inativo,Mensalista,Sem Justa Causa," R$ 6,583.33 ",2/11/2015
27102,Masculino,28,Tempo Integral,Auckland,Manutenção,9/4/2014,Ativo,Mensalista,Sem Justa Causa," R$ 3,083.33 ",
19820,Masculino,44,Tempo Integral,Wellington,TI,9/4/2014,Ativo,Horista,Sem Justa Causa," R$ 5,583.33 ",
19456,Feminino,21,Tempo Integral,Wellington,Financeiro,9/4/2014,Ativo,Mensalista,Pedido de Demissão," R$ 12,166.67 ",
4,Masculino,19,Tempo Parcial,Wellington,Financeiro,9/4/2014,Ativo,Mensalista,Sem Justa Causa," R$ 10,250.00 ",
15126,Feminino,19,Tempo Integral,Nelson,Pesquisa,9/4/2014,Ativo,Mensalista,Sem Justa Causa," R$ 9,250.00 ",
7700,Feminino,21,Tempo Integral,Manukau,RH,9/4/2014,Inativo,Horista,Pedido de Demissão," R$ 5,250.00 ",2/11/2015
682,Feminino,22,Tempo Integral,Hamilton,Pesquisa,9/4/2014,Ativo,Mensalista,Sem Justa Causa," R$ 5,750.00 ",
10510,Masculino,20,Tempo Integral,Wellington,Operacional,9/4/2014,Ativo,Mensalista,Pedido de Demissão," R$ 4,166.67 ",
31424,Masculino,54,Tempo Integral,Auckland,Manutenção,9/4/2014,Ativo,Mensalista,Sem Justa Causa," R$ 4,000.00 ",
1540,Masculino,20,Tempo Integral,Hamilton,Operacional,9/4/2014,Inativo,Mensalista,Sem Justa Causa," R$ 5,833.33 ",2/11/2015
6420,Masculino,26,Tempo Parcial,Manukau,Pesquisa,9/4/2014,Ativo,Horista,Sem Justa Causa," R$ 8,833.33 ",
18752,Feminino,23,Tempo Integral,Auckland,TI,9/4/2014,Inativo,Mensalista,Sem Justa Causa," R$ 6,083.33 ",2/11/2015
26890,Feminino,28,Tempo Parcial,Auckland,Vendas e Marketing,9/4/2014,Ativo,Mensalista,Sem Justa Causa," R$ 5,833.33 ",
8368,Feminino,62,Tempo Integral,Hamilton,Gerente Executivo,9/4/2014,Ativo,Horista,Pedido de Demissão," R$ 29,083.33 ",
14716,Masculino,19,Contrato,Manukau,Financeiro,9/4/2014,Ativo,Horista,Pedido de Demissão," R$ 9,583.33 ",
12412,Feminino,24,Contrato,Auckland,Gerente Executivo,9/4/2014,Ativo,Mensalista,Sem Justa Causa," R$ 19,000.00 ",
2822,Masculino,25,Tempo Parcial,Dunedin,Jurídico,9/4/2014,Ativo,Horista,Sem Justa Causa," R$ 8,166.67 ",
5004,Masculino,18,Tempo Integral,Nelson,Manutenção,9/4/2014,Ativo,Mensalista,Sem Justa Causa," R$ 3,333.33 ",
3688,Masculino,21,Tempo Integral,Manukau,RH,9/4/2014,Ativo,Mensalista,Sem Justa Causa," R$ 5,583.33 ",
27186,Masculino,44,Tempo Integral,Wellington,TI,9/4/2014,Inativo,Mensalista,Sem Justa Causa," R$ 9,666.67 ",2/11/2015
22906,Masculino,55,Tempo Integral,Christchurch,Operacional,9/4/2014,Ativo,Horista,Sem Justa Causa," R$ 6,166.67 ",
27262,Feminino,20,Tempo Integral,Christchurch,Vendas e Marketing,9/4/2014,Inativo,Horista,Sem Justa Causa," R$ 4,583.33 ",2/11/2015
9182,Masculino,16,Tempo Integral,Christchurch,Vendas e Marketing,9/4/2014,Ativo,Horista,Sem Justa Causa," R$ 8,166.67 ",
12404,Masculino,25,Tempo Integral,Auckland,Financeiro,9/4/2014,Ativo,Mensalista,Sem Justa Causa," R$ 13,416.67 ",
5070,Masculino,43,Tempo Parcial,Auckland,Operacional,9/4/2014,Ativo,Mensalista,Sem Justa Causa," R$ 2,750.00 ",
16164,Feminino,20,Tempo Integral,Wellington,TI,9/4/2014,Inativo,Mensalista,Sem Justa Causa," R$ 10,166.67 ",2/11/2015
12446,Feminino,22,Tempo Integral,Christchurch,Vendas e Marketing,9/4/2014,Ativo,Mensalista,Sem Justa Causa," R$ 6,833.33 ",
22406,Feminino,31,Tempo Integral,Wellington,TI,9/4/2014,Ativo,Mensalista,Sem Justa Causa," R$ 9,000.00 ",
23566,Masculino,37,Tempo Integral,Wellington,TI,9/4/2014,Ativo,Horista,Sem Justa Causa," R$ 7,000.00 ",
19720,Masculino,25,Tempo Integral,Hamilton,Jurídico,9/4/2014,Ativo,Mensalista,Pedido de Demissão," R$ 8,666.67 ",
13272,Masculino,35,Tempo Integral,Wellington,Pesquisa,9/4/2014,Inativo,Horista,Pedido de Demissão," R$ 9,583.33 ",2/11/2015
3236,Masculino,18,Tempo Parcial,North Shore,Jurídico,9/4/2014,Inativo,Mensalista,Sem Justa Causa," R$ 10,000.00 ",2/11/2015
15138,Feminino,19,Tempo Parcial,Hamilton,Operacional,9/4/2014,Ativo,Mensalista,Sem Justa Causa," R$ 2,666.67 ",
16370,Masculino,29,Tempo Integral,Dunedin,Vendas e Marketing,9/5/2014,Ativo,Mensalista,Sem Justa Causa," R$ 8,166.67 ",
12010,Masculino,22,Tempo Parcial,Auckland,Pesquisa,9/5/2014,Ativo,Mensalista,Pedido de Demissão," R$ 8,166.67 ",
14420,Feminino,18,Tempo Parcial,Dunedin,Gerente Executivo,9/5/2014,Inativo,Horista,Pedido de Demissão," R$ 31,000.00 ",2/12/2015
11582,Masculino,19,Contrato,Wellington,Pesquisa,9/5/2014,Inativo,Mensalista,Pedido de Demissão," R$ 6,500.00 ",2/12/2015
13734,Masculino,20,Tempo Parcial,Christchurch,Jurídico,9/5/2014,Inativo,Mensalista,Pedido de Demissão," R$ 9,666.67 ",2/12/2015
13538,Masculino,21,Contrato,Auckland,Vendas e Marketing,9/5/2014,Inativo,Mensalista,Pedido de Demissão," R$ 7,083.33 ",2/12/2015
12794,Masculino,30,Tempo Integral,Nelson,Pesquisa,9/5/2014,Inativo,Mensalista,Sem Justa Causa," R$ 7,833.33 ",2/12/2015
14644,Feminino,21,Contrato,Hamilton,TI,9/5/2014,Inativo,Mensalista,Pedido de Demissão," R$ 7,000.00 ",2/12/2015
19216,Feminino,20,Tempo Integral,Christchurch,Vendas e Marketing,9/5/2014,Ativo,Mensalista,Pedido de Demissão," R$ 7,666.67 ",
29642,Feminino,18,Tempo Parcial,Auckland,Operacional,9/5/2014,Ativo,Mensalista,Sem Justa Causa," R$ 5,666.67 ",
31338,Masculino,46,Tempo Integral,Auckland,Jurídico,9/5/2014,Inativo,Horista,Sem Justa Causa," R$ 7,166.67 ",2/12/2015
7456,Feminino,22,Tempo Integral,Nelson,Jurídico,9/5/2014,Ativo,Mensalista,Sem Justa Causa," R$ 8,416.67 ",
12790,Masculino,18,Tempo Integral,Auckland,Pesquisa,9/5/2014,Ativo,Mensalista,Pedido de Demissão," R$ 8,250.00 ",
3320,Feminino,18,Tempo Integral,Auckland,Pesquisa,9/5/2014,Ativo,Mensalista,Sem Justa Causa," R$ 9,333.33 ",
13540,Masculino,43,Tempo Integral,Auckland,Manutenção,9/5/2014,Ativo,Mensalista,Pedido de Demissão," R$ 3,500.00 ",
10878,Masculino,46,Tempo Integral,North Shore,Vendas e Marketing,9/5/2014,Ativo,Mensalista,Pedido de Demissão," R$ 8,083.33 ",
178,Feminino,21,Tempo Integral,Christchurch,Vendas e Marketing,9/5/2014,Ativo,Horista,Sem Justa Causa," R$ 8,166.67 ",
6808,Masculino,45,Tempo Integral,Hamilton,Financeiro,9/5/2014,Ativo,Mensalista,Sem Justa Causa," R$ 11,833.33 ",
31262,Masculino,63,Tempo Integral,Dunedin,Jurídico,9/5/2014,Inativo,Mensalista,Sem Justa Causa," R$ 10,083.33 ",2/12/2015
16202,Feminino,20,Contrato,North Shore,Pesquisa,9/5/2014,Ativo,Mensalista,Sem Justa Causa," R$ 6,583.33 ",
1060,Masculino,55,Tempo Integral,Auckland,Gerente Executivo,9/5/2014,Inativo,Horista,Sem Justa Causa," R$ 20,166.67 ",2/12/2015
17250,Feminino,25,Tempo Integral,Auckland,Manutenção,9/6/2014,Ativo,Mensalista,Sem Justa Causa," R$ 3,500.00 ",
12224,Feminino,19,Tempo Integral,Wellington,Manutenção,9/6/2014,Ativo,Mensalista,Pedido de Demissão," R$ 3,666.67 ",
26974,Masculino,25,Tempo Parcial,Auckland,TI,9/6/2014,Ativo,Horista,Sem Justa Causa," R$ 9,500.00 ",
21824,Feminino,16,Tempo Integral,Auckland,Jurídico,9/6/2014,Ativo,Mensalista,Sem Justa Causa," R$ 8,250.00 ",
824,Masculino,50,Tempo Integral,Manukau,Gerente Executivo,9/6/2014,Ativo,Mensalista,Sem Justa Causa," R$ 26,833.33 ",
5650,Masculino,18,Contrato,Manukau,Financeiro,9/6/2014,Ativo,Mensalista,Sem Justa Causa," R$ 10,166.67 ",
9216,Masculino,20,Tempo Integral,Hamilton,RH,9/6/2014,Ativo,Mensalista,Sem Justa Causa," R$ 7,833.33 ",
13304,Feminino,18,Tempo Integral,North Shore,Manutenção,9/6/2014,Inativo,Mensalista,Sem Justa Causa," R$ 3,000.00 ",2/13/2015
27514,Feminino,36,Tempo Integral,Hamilton,RH,9/6/2014,Inativo,Mensalista,Sem Justa Causa," R$ 7,416.67 ",2/13/2015
2306,Feminino,27,Tempo Integral,Manukau,TI,9/7/2014,Ativo,Horista,Sem Justa Causa," R$ 8,833.33 ",
7798,Feminino,19,Tempo Integral,Dunedin,TI,9/7/2014,Ativo,Mensalista,Pedido de Demissão," R$ 6,666.67 ",
16482,Masculino,19,Tempo Integral,Auckland,RH,9/8/2014,Ativo,Horista,Sem Justa Causa," R$ 4,833.33 ",
3394,Feminino,31,Tempo Integral,Hamilton,Pesquisa,9/8/2014,Ativo,Mensalista,Sem Justa Causa," R$ 5,833.33 ",
14800,Masculino,18,Contrato,Wellington,TI,9/9/2014,Ativo,Mensalista,Pedido de Demissão," R$ 5,416.67 ",
13108,Feminino,22,Tempo Integral,Hamilton,TI,9/9/2014,Ativo,Mensalista,Pedido de Demissão," R$ 9,750.00 ",
25066,Feminino,31,Contrato,Manukau,Financeiro,9/9/2014,Ativo,Mensalista,Sem Justa Causa," R$ 11,333.33 ",
7600,Masculino,18,Tempo Integral,Auckland,Financeiro,9/9/2014,Ativo,Horista,Pedido de Demissão," R$ 13,916.67 ",
30148,Masculino,22,Tempo Integral,Christchurch,Manutenção,9/9/2014,Inativo,Mensalista,Sem Justa Causa," R$ 4,000.00 ",2/15/2015
10930,Feminino,34,Tempo Integral,Nelson,Vendas e Marketing,9/9/2014,Ativo,Mensalista,Sem Justa Causa," R$ 5,666.67 ",
13834,Masculino,28,Tempo Integral,Wellington,Jurídico,9/9/2014,Ativo,Mensalista,Pedido de Demissão," R$ 7,166.67 ",
19488,Feminino,22,Tempo Integral,Auckland,Jurídico,9/9/2014,Ativo,Mensalista,Pedido de Demissão," R$ 10,500.00 ",
15364,Feminino,18,Tempo Integral,Wellington,Gerente Executivo,9/9/2014,Ativo,Mensalista,Sem Justa Causa," R$ 39,416.67 ",
27328,Masculino,20,Tempo Parcial,Auckland,Gerente Executivo,9/9/2014,Inativo,Mensalista,Sem Justa Causa," R$ 36,166.67 ",2/15/2015
7702,Masculino,27,Tempo Integral,Auckland,Manutenção,9/9/2014,Ativo,Horista,Pedido de Demissão," R$ 3,833.33 ",
13336,Feminino,19,Tempo Integral,Wellington,Manutenção,9/9/2014,Ativo,Mensalista,Sem Justa Causa," R$ 4,000.00 ",
25918,Feminino,35,Tempo Integral,Hamilton,Vendas e Marketing,9/9/2014,Ativo,Mensalista,Sem Justa Causa," R$ 7,083.33 ",
14958,Masculino,24,Tempo Integral,Wellington,Operacional,9/9/2014,Inativo,Mensalista,Pedido de Demissão," R$ 3,833.33 ",2/15/2015
17450,Feminino,22,Tempo Integral,Hamilton,Jurídico,9/9/2014,Inativo,Mensalista,Sem Justa Causa," R$ 7,250.00 ",2/15/2015
25702,Masculino,42,Tempo Parcial,Auckland,Financeiro,9/9/2014,Inativo,Mensalista,Sem Justa Causa," R$ 9,666.67 ",2/15/2015
10908,Masculino,18,Tempo Integral,Dunedin,Manutenção,9/9/2014,Ativo,Horista,Sem Justa Causa," R$ 4,083.33 ",
6858,Masculino,46,Tempo Integral,Wellington,Financeiro,9/9/2014,Ativo,Mensalista,Sem Justa Causa," R$ 9,500.00 ",
32180,Feminino,18,Tempo Parcial,Wellington,RH,9/9/2014,Inativo,Mensalista,Sem Justa Causa," R$ 7,916.67 ",2/15/2015
20038,Feminino,20,Tempo Integral,Dunedin,TI,9/9/2014,Ativo,Mensalista,Sem Justa Causa," R$ 5,166.67 ",
16104,Masculino,23,Tempo Parcial,Wellington,TI,9/9/2014,Inativo,Mensalista,Sem Justa Causa," R$ 10,250.00 ",2/15/2015
32668,Masculino,17,Tempo Integral,North Shore,TI,9/9/2014,Inativo,Mensalista,Sem Justa Causa," R$ 5,416.67 ",2/15/2015
12698,Masculino,40,Tempo Parcial,Manukau,Vendas e Marketing,9/9/2014,Ativo,Mensalista,Sem Justa Causa," R$ 4,916.67 ",
31260,Feminino,31,Tempo Integral,Nelson,Vendas e Marketing,9/9/2014,Ativo,Mensalista,Sem Justa Causa," R$ 7,833.33 ",
31198,Masculino,50,Contrato,Auckland,Manutenção,9/9/2014,Ativo,Horista,Sem Justa Causa," R$ 3,166.67 ",
27972,Masculino,30,Tempo Parcial,Auckland,Financeiro,9/9/2014,Ativo,Mensalista,Sem Justa Causa," R$ 12,500.00 ",
31686,Masculino,26,Contrato,Christchurch,TI,9/9/2014,Inativo,Horista,Sem Justa Causa," R$ 7,166.67 ",2/15/2015
610,Masculino,62,Tempo Integral,Hamilton,Operacional,9/9/2014,Inativo,Mensalista,Sem Justa Causa," R$ 4,000.00 ",2/15/2015
8812,Masculino,22,Tempo Integral,Hamilton,Financeiro,9/9/2014,Inativo,Mensalista,Pedido de Demissão," R$ 8,916.67 ",2/15/2015
15384,Feminino,21,Tempo Integral,Nelson,Financeiro,9/9/2014,Inativo,Mensalista,Sem Justa Causa," R$ 13,250.00 ",2/15/2015
7768,Masculino,18,Tempo Integral,North Shore,Pesquisa,9/9/2014,Inativo,Mensalista,Pedido de Demissão," R$ 8,583.33 ",2/15/2015
16786,Feminino,38,Tempo Integral,Dunedin,Manutenção,9/9/2014,Inativo,Mensalista,Sem Justa Causa," R$ 4,000.00 ",2/15/2015
1414,Feminino,31,Tempo Integral,Christchurch,Vendas e Marketing,9/9/2014,Ativo,Mensalista,Sem Justa Causa," R$ 5,916.67 ",
7676,Feminino,21,Tempo Integral,Auckland,Financeiro,9/10/2014,Ativo,Mensalista,Pedido de Demissão," R$ 10,916.67 ",
12,Masculino,21,Tempo Integral,North Shore,Financeiro,9/10/2014,Inativo,Horista,Sem Justa Causa," R$ 13,916.67 ",2/16/2015
14056,Masculino,20,Tempo Integral,Wellington,Manutenção,9/10/2014,Ativo,Mensalista,Pedido de Demissão," R$ 3,000.00 ",
13580,Feminino,18,Tempo Integral,Dunedin,Manutenção,9/10/2014,Inativo,Horista,Pedido de Demissão," R$ 3,166.67 ",2/16/2015
3894,Masculino,21,Tempo Integral,Auckland,Vendas e Marketing,9/10/2014,Ativo,Mensalista,Sem Justa Causa," R$ 7,000.00 ",
4414,Masculino,22,Tempo Integral,Auckland,Operacional,9/10/2014,Ativo,Mensalista,Sem Justa Causa," R$ 4,333.33 ",
11530,Masculino,23,Tempo Parcial,Manukau,Gerente Executivo,9/10/2014,Ativo,Mensalista,Pedido de Demissão," R$ 22,583.33 ",
10768,Feminino,21,Tempo Parcial,Christchurch,Vendas e Marketing,9/10/2014,Inativo,Mensalista,Pedido de Demissão," R$ 7,666.67 ",2/16/2015
29366,Feminino,33,Tempo Integral,Christchurch,Manutenção,9/10/2014,Inativo,Mensalista,Sem Justa Causa," R$ 3,166.67 ",2/16/2015
21408,Masculino,22,Tempo Integral,Auckland,Financeiro,9/10/2014,Ativo,Mensalista,Sem Justa Causa," R$ 8,166.67 ",
30998,Feminino,18,Tempo Integral,Hamilton,Vendas e Marketing,9/10/2014,Inativo,Mensalista,Sem Justa Causa," R$ 5,916.67 ",2/16/2015
30928,Feminino,19,Contrato,Wellington,Gerente Executivo,9/10/2014,Ativo,Mensalista,Sem Justa Causa," R$ 27,666.67 ",
7900,Masculino,20,Tempo Integral,Manukau,Vendas e Marketing,9/10/2014,Inativo,Mensalista,Sem Justa Causa," R$ 5,666.67 ",2/16/2015
15530,Masculino,26,Tempo Integral,Auckland,Financeiro,9/10/2014,Inativo,Mensalista,Sem Justa Causa," R$ 13,666.67 ",2/16/2015
25200,Feminino,46,Tempo Integral,Manukau,Financeiro,9/10/2014,Ativo,Mensalista,Sem Justa Causa," R$ 7,250.00 ",
29262,Feminino,19,Contrato,Dunedin,TI,9/10/2014,Inativo,Mensalista,Sem Justa Causa," R$ 8,000.00 ",2/16/2015
30542,Feminino,26,Tempo Parcial,Auckland,Gerente Executivo,9/10/2014,Inativo,Mensalista,Sem Justa Causa," R$ 38,000.00 ",2/16/2015
1672,Masculino,23,Tempo Integral,Dunedin,Gerente Executivo,9/10/2014,Inativo,Mensalista,Sem Justa Causa," R$ 26,916.67 ",2/16/2015
6046,Feminino,18,Contrato,Auckland,Pesquisa,9/10/2014,Inativo,Horista,Sem Justa Causa," R$ 8,500.00 ",2/16/2015
14498,Masculino,52,Contrato,Auckland,Jurídico,9/10/2014,Ativo,Horista,Pedido de Demissão," R$ 9,083.33 ",
16612,Feminino,18,Tempo Integral,Dunedin,Gerente Executivo,9/10/2014,Inativo,Mensalista,Sem Justa Causa," R$ 14,250.00 ",2/16/2015
13742,Feminino,19,Contrato,Auckland,Gerente Executivo,9/10/2014,Ativo,Mensalista,Pedido de Demissão," R$ 16,750.00 ",
32506,Feminino,30,Tempo Integral,Auckland,Gerente Executivo,9/10/2014,Ativo,Mensalista,Sem Justa Causa," R$ 14,750.00 ",
16442,Feminino,23,Tempo Integral,Nelson,RH,9/10/2014,Inativo,Mensalista,Sem Justa Causa," R$ 6,000.00 ",2/16/2015
5172,Masculino,26,Contrato,Wellington,Operacional,9/10/2014,Ativo,Mensalista,Sem Justa Causa," R$ 5,166.67 ",
6586,Feminino,19,Contrato,Nelson,Gerente Executivo,9/10/2014,Ativo,Horista,Sem Justa Causa," R$ 29,916.67 ",
15982,Masculino,67,Tempo Integral,Wellington,Pesquisa,9/10/2014,Inativo,Mensalista,Sem Justa Causa," R$ 7,750.00 ",2/16/2015
12170,Masculino,37,Contrato,Auckland,Operacional,9/10/2014,Ativo,Mensalista,Pedido de Demissão," R$ 4,333.33 ",
5778,Masculino,21,Tempo Integral,Nelson,Operacional,9/10/2014,Ativo,Horista,Sem Justa Causa," R$ 4,250.00 ",
29232,Feminino,18,Tempo Integral,Hamilton,Jurídico,9/10/2014,Ativo,Horista,Sem Justa Causa," R$ 7,666.67 ",
9128,Feminino,21,Tempo Integral,Wellington,Vendas e Marketing,9/10/2014,Ativo,Horista,Pedido de Demissão," R$ 5,666.67 ",
19976,Feminino,18,Tempo Integral,Christchurch,Financeiro,9/10/2014,Ativo,Mensalista,Sem Justa Causa," R$ 11,500.00 ",
8964,Masculino,21,Tempo Integral,Christchurch,TI,9/10/2014,Inativo,Horista,Pedido de Demissão," R$ 8,833.33 ",2/16/2015
32438,Feminino,63,Contrato,Wellington,Gerente Executivo,9/10/2014,Inativo,Mensalista,Sem Justa Causa," R$ 32,333.33 ",2/16/2015
710,Feminino,41,Tempo Parcial,Hamilton,RH,9/10/2014,Inativo,Horista,Sem Justa Causa," R$ 7,333.33 ",2/16/2015
28132,Masculino,58,Tempo Integral,Hamilton,Financeiro,9/10/2014,Ativo,Mensalista,Sem Justa Causa," R$ 14,416.67 ",
2210,Feminino,19,Tempo Parcial,Hamilton,Operacional,9/11/2014,Ativo,Mensalista,Sem Justa Causa," R$ 6,000.00 ",
7952,Masculino,19,Tempo Integral,Nelson,Jurídico,9/11/2014,Ativo,Mensalista,Pedido de Demissão," R$ 6,750.00 ",
28906,Masculino,50,Tempo Integral,North Shore,Financeiro,9/11/2014,Ativo,Mensalista,Sem Justa Causa," R$ 10,083.33 ",
12758,Masculino,25,Tempo Integral,Hamilton,Vendas e Marketing,9/11/2014,Ativo,Mensalista,Pedido de Demissão," R$ 4,750.00 ",
9794,Masculino,19,Tempo Integral,Auckland,Operacional,9/11/2014,Ativo,Mensalista,Pedido de Demissão," R$ 5,166.67 ",
27140,Masculino,31,Tempo Integral,Wellington,Operacional,9/11/2014,Ativo,Mensalista,Sem Justa Causa," R$ 4,750.00 ",
8512,Feminino,29,Tempo Parcial,Christchurch,RH,9/11/2014,Inativo,Mensalista,Sem Justa Causa," R$ 6,916.67 ",2/17/2015
1648,Feminino,22,Tempo Integral,Hamilton,TI,9/11/2014,Inativo,Horista,Sem Justa Causa," R$ 7,666.67 ",2/17/2015
21762,Feminino,23,Tempo Parcial,Nelson,Manutenção,9/11/2014,Ativo,Mensalista,Pedido de Demissão," R$ 3,333.33 ",
2816,Feminino,23,Tempo Integral,Auckland,RH,9/11/2014,Ativo,Mensalista,Sem Justa Causa," R$ 7,583.33 ",
10066,Masculino,19,Tempo Parcial,Christchurch,Manutenção,9/11/2014,Inativo,Mensalista,Sem Justa Causa," R$ 3,250.00 ",2/17/2015
9754,Masculino,23,Tempo Integral,Christchurch,Gerente Executivo,9/11/2014,Inativo,Horista,Pedido de Demissão," R$ 35,416.67 ",2/17/2015
6804,Feminino,29,Contrato,Christchurch,Vendas e Marketing,9/11/2014,Ativo,Mensalista,Pedido de Demissão," R$ 3,666.67 ",
26214,Masculino,24,Tempo Integral,Nelson,Jurídico,9/11/2014,Ativo,Mensalista,Sem Justa Causa," R$ 10,500.00 ",
