Data,ID_Veiculo,KM Percorridos,ValorAbastecimento,ValorManutencao,CustoFixo,CustoTotal
7/2020,2175,410,R$ 105.35,R$ 48.90,R$ 427.81,R$ 582.06
7/2020,2185,467,R$ 90.73,R$ 32.21,R$ 302.47,R$ 425.42
7/2020,2205,635,R$ 332.79,R$ 139.92,"R$ 1,023.19","R$ 1,495.89"
7/2020,2215,302,R$ 238.36,R$ 104.60,R$ 815.68,"R$ 1,158.64"
7/2020,2225,483,R$ 167.06,R$ 79.71,R$ 695.10,R$ 941.86
7/2020,2235,231,R$ 426.15,R$ 212.76,"R$ 1,297.20","R$ 1,936.11"
7/2020,2245,335,R$ 268.80,R$ 124.76,R$ 936.05,"R$ 1,329.62"
7/2020,2255,322,R$ 263.14,R$ 96.34,R$ 694.72,"R$ 1,054.20"
7/2020,2265,89,R$ 12.40,R$ 5.58,R$ 38.03,R$ 56.00
7/2020,2275,828,R$ 234.82,R$ 96.38,R$ 988.32,"R$ 1,319.52"
7/2020,2285,166,R$ 88.38,R$ 46.76,R$ 273.13,R$ 408.26
7/2020,2295,635,R$ 115.71,R$ 41.08,R$ 411.29,R$ 568.08
7/2020,2305,465,R$ 584.39,R$ 226.14,"R$ 1,645.63","R$ 2,456.16"
7/2020,2315,461,R$ 261.36,R$ 139.50,R$ 930.91,"R$ 1,331.78"
7/2020,2325,573,R$ 249.47,R$ 106.41,R$ 967.10,"R$ 1,322.98"
7/2020,2335,704,R$ 661.18,R$ 331.58,"R$ 2,006.50","R$ 2,999.26"
7/2020,2345,128,R$ 28.41,R$ 10.36,R$ 94.91,R$ 133.67
7/2020,2355,522,"R$ 1,822.29",R$ 705.16,"R$ 5,786.53","R$ 8,313.97"
7/2020,2365,359,R$ 210.40,R$ 108.39,R$ 907.32,"R$ 1,226.10"
7/2020,2375,563,R$ 217.55,R$ 83.35,R$ 633.56,R$ 934.47
7/2020,2385,382,"R$ 3,512.70","R$ 1,305.82","R$ 8,419.19","R$ 13,237.71"
7/2020,2395,481,R$ 258.92,R$ 103.71,"R$ 1,076.41","R$ 1,439.04"
7/2020,2405,312,R$ 54.68,R$ 23.32,R$ 204.62,R$ 282.63
7/2020,2415,273,R$ 138.99,R$ 72.56,R$ 421.83,R$ 633.37
7/2020,2425,516,R$ 233.10,R$ 88.86,R$ 773.16,"R$ 1,095.12"
7/2020,2435,227,R$ 934.34,R$ 458.13,"R$ 4,025.70","R$ 5,418.17"
7/2020,2445,487,R$ 530.50,R$ 221.99,"R$ 1,454.22","R$ 2,206.71"
7/2020,2455,835,R$ 746.45,R$ 372.67,"R$ 2,378.13","R$ 3,497.24"
7/2020,2465,370,R$ 900.15,R$ 413.94,"R$ 3,080.89","R$ 4,394.99"
7/2020,2475,303,R$ 60.58,R$ 30.66,R$ 210.87,R$ 302.11
7/2020,2485,741,R$ 684.59,R$ 245.56,"R$ 2,746.33","R$ 3,676.47"
7/2020,2495,353,R$ 113.67,R$ 52.02,R$ 409.61,R$ 575.30
7/2020,2505,214,R$ 241.12,R$ 104.81,R$ 811.04,"R$ 1,156.98"
7/2020,2515,149,R$ 179.44,R$ 95.35,R$ 512.57,R$ 787.36
7/2020,2525,498,R$ 439.03,R$ 159.92,"R$ 1,261.15","R$ 1,860.11"
7/2020,2535,673,R$ 557.00,R$ 223.11,"R$ 1,339.77","R$ 2,119.88"
7/2020,2545,483,R$ 325.60,R$ 122.27,R$ 785.93,"R$ 1,233.79"
7/2020,2555,647,R$ 161.79,R$ 76.14,R$ 636.84,R$ 874.78
7/2020,2565,499,R$ 421.55,R$ 176.40,"R$ 1,130.22","R$ 1,728.17"
7/2020,2575,277,"R$ 2,028.44",R$ 828.51,"R$ 5,570.63","R$ 8,427.58"
7/2020,2585,735,R$ 290.12,R$ 148.12,"R$ 1,047.34","R$ 1,485.58"
7/2020,2595,687,R$ 305.77,R$ 120.69,R$ 877.70,"R$ 1,304.15"
7/2020,2605,647,R$ 758.30,R$ 286.19,"R$ 1,809.29","R$ 2,853.78"
7/2020,2615,733,"R$ 2,739.24","R$ 1,185.17","R$ 7,686.27","R$ 11,610.68"
7/2020,2625,403,R$ 154.78,R$ 76.58,R$ 385.61,R$ 616.97
7/2020,2635,574,R$ 527.79,R$ 200.20,"R$ 2,138.13","R$ 2,866.12"
7/2020,2645,129,R$ 79.74,R$ 41.81,R$ 300.51,R$ 422.07
7/2020,2655,658,R$ 941.58,R$ 441.07,"R$ 4,125.92","R$ 5,508.57"
7/2020,2665,458,R$ 92.38,R$ 34.68,R$ 244.45,R$ 371.52
7/2020,2675,398,R$ 139.99,R$ 70.53,R$ 419.78,R$ 630.30
7/2020,2685,302,R$ 534.98,R$ 261.12,"R$ 2,109.39","R$ 2,905.49"
7/2020,2695,360,R$ 717.36,R$ 332.96,"R$ 1,959.20","R$ 3,009.52"
7/2020,2705,475,"R$ 7,353.64","R$ 3,721.11","R$ 20,034.10","R$ 31,108.85"
7/2020,2715,222,R$ 141.84,R$ 65.23,R$ 580.28,R$ 787.35
7/2020,2725,772,R$ 716.97,R$ 334.31,"R$ 2,193.40","R$ 3,244.67"
7/2020,2735,776,"R$ 2,246.77","R$ 1,081.77","R$ 7,040.75","R$ 10,369.30"
7/2020,2745,166,R$ 46.60,R$ 18.39,R$ 188.86,R$ 253.85
7/2020,2755,328,R$ 512.15,R$ 195.23,"R$ 1,545.42","R$ 2,252.80"
7/2020,2765,473,R$ 93.35,R$ 45.56,R$ 325.66,R$ 464.57
7/2020,2775,145,R$ 40.39,R$ 20.81,R$ 150.58,R$ 211.77
7/2020,2785,593,"R$ 2,767.50","R$ 1,220.26","R$ 9,955.44","R$ 13,943.20"
7/2020,2795,206,R$ 126.72,R$ 67.63,R$ 321.16,R$ 515.51
7/2020,2805,571,R$ 699.01,R$ 331.98,"R$ 2,996.31","R$ 4,027.30"
7/2020,2815,268,R$ 220.30,R$ 112.98,R$ 808.09,"R$ 1,141.37"
7/2020,2825,281,R$ 651.07,R$ 245.72,"R$ 1,941.16","R$ 2,837.95"
7/2020,2835,209,R$ 64.43,R$ 23.59,R$ 148.58,R$ 236.60
7/2020,2845,406,R$ 792.85,R$ 380.00,"R$ 2,085.06","R$ 3,257.91"
7/2020,2855,406,R$ 171.16,R$ 71.96,R$ 500.37,R$ 743.49
7/2020,2865,465,R$ 189.91,R$ 98.71,R$ 543.12,R$ 831.73
7/2020,2875,648,R$ 230.38,R$ 100.16,R$ 611.17,R$ 941.72
7/2020,2885,372,R$ 97.65,R$ 37.23,R$ 381.90,R$ 516.78
7/2020,2895,650,"R$ 2,324.49","R$ 1,000.96","R$ 9,082.92","R$ 12,408.37"
7/2020,2905,462,"R$ 1,131.68",R$ 424.96,"R$ 2,791.51","R$ 4,348.15"
7/2020,2915,507,R$ 80.99,R$ 33.40,R$ 191.46,R$ 305.85
7/2020,2925,166,R$ 86.83,R$ 41.43,R$ 273.80,R$ 402.05
7/2020,2935,661,R$ 512.14,R$ 268.57,"R$ 1,606.77","R$ 2,387.47"
7/2020,2945,167,R$ 277.40,R$ 145.46,R$ 806.39,"R$ 1,229.25"
7/2020,2955,576,R$ 134.48,R$ 65.05,R$ 586.02,R$ 785.55
7/2020,2965,594,R$ 353.68,R$ 135.50,R$ 843.71,"R$ 1,332.89"
7/2020,2975,331,R$ 580.93,R$ 223.68,"R$ 1,701.97","R$ 2,506.58"
7/2020,2985,399,R$ 318.59,R$ 120.24,"R$ 1,295.69","R$ 1,734.52"
7/2020,2995,313,R$ 237.18,R$ 111.62,R$ 617.40,R$ 966.19
7/2020,3005,291,R$ 532.54,R$ 206.07,"R$ 1,723.43","R$ 2,462.05"
7/2020,3015,304,R$ 191.05,R$ 90.33,R$ 556.06,R$ 837.44
7/2020,3025,291,R$ 713.29,R$ 343.43,"R$ 1,886.80","R$ 2,943.53"
7/2020,3035,525,R$ 132.36,R$ 64.89,R$ 570.28,R$ 767.53
7/2020,3045,493,"R$ 3,189.26","R$ 1,138.09","R$ 12,316.33","R$ 16,643.69"
7/2020,3055,369,R$ 305.59,R$ 149.83,"R$ 1,263.16","R$ 1,718.58"
7/2020,3065,236,R$ 107.43,R$ 54.11,R$ 462.17,R$ 623.70
7/2020,3075,239,R$ 308.36,R$ 155.33,R$ 888.17,"R$ 1,351.87"
7/2020,3085,700,"R$ 3,784.01","R$ 1,336.43","R$ 8,534.08","R$ 13,654.52"
7/2020,3095,365,R$ 323.12,R$ 167.95,"R$ 1,087.94","R$ 1,579.01"
7/2020,3105,652,R$ 224.08,R$ 106.91,R$ 598.75,R$ 929.74
7/2020,3115,780,R$ 354.26,R$ 167.48,"R$ 1,532.34","R$ 2,054.08"
7/2020,3125,650,R$ 430.87,R$ 166.73,"R$ 1,071.68","R$ 1,669.27"
7/2020,3135,478,R$ 85.79,R$ 43.22,R$ 306.82,R$ 435.82
7/2020,3145,428,R$ 477.64,R$ 198.91,"R$ 1,223.87","R$ 1,900.42"
7/2020,3155,522,R$ 291.37,R$ 122.50,"R$ 1,018.19","R$ 1,432.06"
7/2020,3165,336,R$ 263.18,R$ 136.79,"R$ 1,187.20","R$ 1,587.17"
7/2020,3175,241,R$ 359.32,R$ 173.79,"R$ 1,286.37","R$ 1,819.48"
7/2020,3185,248,R$ 151.77,R$ 64.74,R$ 554.00,R$ 770.52
7/2020,3195,582,"R$ 1,016.48",R$ 403.19,"R$ 2,921.83","R$ 4,341.50"
7/2020,3205,512,R$ 60.47,R$ 30.73,R$ 226.56,R$ 317.76
7/2020,3215,591,R$ 542.69,R$ 213.14,"R$ 1,314.93","R$ 2,070.76"
7/2020,3225,446,"R$ 1,338.27",R$ 701.77,"R$ 3,706.55","R$ 5,746.59"
7/2020,3235,308,R$ 208.02,R$ 102.92,R$ 654.71,R$ 965.66
7/2020,3245,581,R$ 466.74,R$ 238.31,"R$ 1,437.96","R$ 2,143.01"
7/2020,3255,841,R$ 868.05,R$ 327.62,"R$ 3,333.38","R$ 4,529.05"
7/2020,3265,302,R$ 104.33,R$ 43.87,R$ 398.66,R$ 546.86
7/2020,3275,308,R$ 62.77,R$ 22.40,R$ 246.24,R$ 331.41
7/2020,3285,460,R$ 100.96,R$ 37.72,R$ 405.14,R$ 543.81
7/2020,3295,280,R$ 69.78,R$ 24.90,R$ 266.70,R$ 361.38
7/2020,3305,543,R$ 349.31,R$ 137.20,"R$ 1,072.82","R$ 1,559.32"
7/2020,3315,351,R$ 695.63,R$ 308.17,"R$ 2,700.25","R$ 3,704.05"
7/2020,3325,460,R$ 881.95,R$ 387.05,"R$ 3,766.70","R$ 5,035.70"
7/2020,3335,780,"R$ 1,616.37",R$ 736.43,"R$ 5,069.29","R$ 7,422.08"
7/2020,3345,571,R$ 310.93,R$ 164.50,R$ 789.01,"R$ 1,264.44"
7/2020,3355,503,R$ 262.35,R$ 136.96,"R$ 1,037.06","R$ 1,436.37"
7/2020,3365,402,R$ 302.68,R$ 151.79,"R$ 1,293.51","R$ 1,747.98"
7/2020,3375,450,R$ 924.62,R$ 455.40,"R$ 3,907.42","R$ 5,287.43"
7/2020,3385,577,"R$ 1,468.17",R$ 776.74,"R$ 4,319.15","R$ 6,564.05"
7/2020,3395,221,R$ 220.82,R$ 109.25,R$ 569.31,R$ 899.37
7/2020,3405,312,R$ 151.23,R$ 54.25,R$ 415.30,R$ 620.78
7/2020,3415,249,R$ 687.68,R$ 338.71,"R$ 2,327.81","R$ 3,354.20"
7/2020,3425,509,R$ 510.60,R$ 246.97,"R$ 1,767.67","R$ 2,525.24"
7/2020,3435,341,R$ 423.46,R$ 185.84,"R$ 1,220.44","R$ 1,829.74"
7/2020,3445,377,R$ 106.38,R$ 46.68,R$ 313.60,R$ 466.67
7/2020,3455,277,R$ 97.19,R$ 38.74,R$ 314.17,R$ 450.09
7/2020,3465,586,R$ 232.87,R$ 100.76,R$ 789.72,"R$ 1,123.35"
7/2020,3475,429,R$ 311.68,R$ 119.42,R$ 863.48,"R$ 1,294.57"
7/2020,3485,703,R$ 389.95,R$ 196.44,"R$ 1,634.78","R$ 2,221.17"
7/2020,3495,320,R$ 463.47,R$ 175.80,"R$ 1,746.05","R$ 2,385.32"
7/2020,3505,166,R$ 202.49,R$ 72.63,R$ 732.66,"R$ 1,007.78"
7/2020,3515,315,R$ 146.73,R$ 66.54,R$ 360.04,R$ 573.31
7/2020,3525,74,R$ 8.29,R$ 3.70,R$ 26.18,R$ 38.17
7/2020,3535,177,R$ 146.46,R$ 74.45,R$ 513.01,R$ 733.92
7/2020,3545,74,R$ 6.64,R$ 3.51,R$ 28.01,R$ 38.16
7/2020,3555,215,R$ 119.38,R$ 47.12,R$ 299.88,R$ 466.38
7/2020,3565,263,"R$ 1,742.48",R$ 736.15,"R$ 4,920.26","R$ 7,398.89"
7/2020,3575,16,R$ 9.82,R$ 4.29,R$ 23.41,R$ 37.52
7/2020,3585,195,R$ 96.71,R$ 38.17,R$ 389.94,R$ 524.82
7/2020,3595,372,R$ 34.04,R$ 14.80,R$ 90.70,R$ 139.54
7/2020,3605,87,R$ 63.21,R$ 28.67,R$ 161.92,R$ 253.80
7/2020,3615,243,R$ 152.05,R$ 68.31,R$ 483.66,R$ 704.02
7/2020,3625,136,R$ 74.22,R$ 31.51,R$ 204.32,R$ 310.05
7/2020,3635,57,R$ 90.77,R$ 44.31,R$ 237.05,R$ 372.13
7/2020,3645,301,R$ 444.99,R$ 181.76,"R$ 1,669.05","R$ 2,295.80"
7/2020,3655,156,R$ 117.72,R$ 55.65,R$ 356.81,R$ 530.18
7/2020,3665,505,R$ 160.39,R$ 64.56,R$ 643.59,R$ 868.54
7/2020,3675,270,R$ 341.34,R$ 146.99,"R$ 1,066.86","R$ 1,555.19"
7/2020,3685,131,R$ 28.91,R$ 10.32,R$ 101.88,R$ 141.11
7/2020,3695,123,R$ 510.23,R$ 192.56,"R$ 1,176.32","R$ 1,879.11"
7/2020,3705,253,R$ 292.48,R$ 155.42,"R$ 1,030.33","R$ 1,478.23"
7/2020,3715,93,R$ 3.70,R$ 1.51,R$ 13.01,R$ 18.22
7/2020,3725,118,R$ 429.96,R$ 174.76,"R$ 1,480.53","R$ 2,085.25"
7/2020,3735,265,R$ 78.50,R$ 32.06,R$ 189.88,R$ 300.44
7/2020,3755,61,R$ 84.39,R$ 33.97,R$ 217.90,R$ 336.26
7/2020,3765,245,R$ 678.83,R$ 281.32,"R$ 2,746.98","R$ 3,707.13"
7/2020,3775,256,R$ 238.61,R$ 123.47,R$ 783.73,"R$ 1,145.81"
7/2020,3785,518,"R$ 1,777.26",R$ 883.31,"R$ 4,941.07","R$ 7,601.64"
7/2020,3795,279,R$ 596.34,R$ 256.80,"R$ 1,732.13","R$ 2,585.27"
7/2020,3805,253,R$ 118.98,R$ 58.34,R$ 486.80,R$ 664.12
7/2020,3815,161,R$ 159.28,R$ 72.91,R$ 664.29,R$ 896.48
7/2020,3825,337,R$ 52.42,R$ 27.74,R$ 162.76,R$ 242.92
7/2020,3835,535,R$ 765.17,R$ 291.70,"R$ 2,931.31","R$ 3,988.18"
7/2020,3845,515,R$ 272.14,R$ 105.31,"R$ 1,085.54","R$ 1,462.99"
7/2020,3855,177,R$ 12.90,R$ 5.42,R$ 52.70,R$ 71.02
7/2020,3865,140,R$ 46.77,R$ 18.01,R$ 142.17,R$ 206.95
7/2020,3885,133,R$ 32.29,R$ 13.58,R$ 102.58,R$ 148.45
7/2020,3895,169,R$ 0.19,R$ 0.09,R$ 0.73,R$ 1.01
7/2020,3905,185,R$ 137.26,R$ 51.28,R$ 370.93,R$ 559.47
7/2020,3915,64,R$ 24.01,R$ 11.88,R$ 68.43,R$ 104.32
7/2020,3925,567,R$ 852.05,R$ 423.47,"R$ 2,685.72","R$ 3,961.24"
7/2020,3935,205,R$ 9.21,R$ 4.36,R$ 26.83,R$ 40.40
7/2020,3945,599,R$ 268.21,R$ 143.79,"R$ 1,191.11","R$ 1,603.11"
7/2020,3955,192,"R$ 1,033.62",R$ 453.61,"R$ 2,521.48","R$ 4,008.71"
7/2020,3965,560,"R$ 1,992.10","R$ 1,030.82","R$ 8,603.70","R$ 11,626.62"
7/2020,3975,144,R$ 121.97,R$ 59.00,R$ 388.13,R$ 569.10
7/2020,3985,311,R$ 422.83,R$ 187.31,"R$ 1,709.80","R$ 2,319.94"
7/2020,3995,391,R$ 159.52,R$ 60.20,R$ 422.75,R$ 642.47
7/2020,4005,119,R$ 20.55,R$ 7.76,R$ 67.34,R$ 95.65
7/2020,4015,190,R$ 29.26,R$ 13.77,R$ 116.92,R$ 159.95
7/2020,4025,298,R$ 169.16,R$ 87.53,R$ 579.45,R$ 836.14
7/2020,4035,686,R$ 568.58,R$ 256.65,"R$ 1,660.39","R$ 2,485.62"
7/2020,4045,532,R$ 448.09,R$ 183.02,"R$ 1,322.80","R$ 1,953.91"
7/2020,4055,505,R$ 638.46,R$ 259.51,"R$ 2,219.97","R$ 3,117.94"
7/2020,4065,158,R$ 101.04,R$ 53.45,R$ 277.06,R$ 431.55
7/2020,4075,228,R$ 159.32,R$ 59.22,R$ 570.43,R$ 788.97
7/2020,4085,436,R$ 67.98,R$ 24.13,R$ 227.73,R$ 319.84
7/2020,4095,253,"R$ 1,068.89",R$ 442.98,"R$ 3,461.38","R$ 4,973.25"
7/2020,4105,161,R$ 154.14,R$ 62.04,R$ 361.83,R$ 578.01
7/2020,4115,250,R$ 302.66,R$ 133.45,R$ 943.99,"R$ 1,380.10"
7/2020,4125,431,R$ 395.46,R$ 161.52,"R$ 1,029.86","R$ 1,586.84"
7/2020,4135,357,R$ 390.26,R$ 160.18,"R$ 1,112.52","R$ 1,662.96"
7/2020,4145,42,R$ 75.18,R$ 39.78,R$ 201.74,R$ 316.70
7/2020,4155,88,R$ 142.62,R$ 76.46,R$ 379.50,R$ 598.58
7/2020,4165,274,R$ 84.06,R$ 39.74,R$ 266.73,R$ 390.53
7/2020,4175,342,R$ 262.68,R$ 107.29,R$ 764.92,"R$ 1,134.89"
7/2020,4185,205,R$ 61.63,R$ 31.61,R$ 162.92,R$ 256.16
7/2020,4195,15,R$ 91.93,R$ 32.64,R$ 225.35,R$ 349.92
7/2020,4205,271,"R$ 1,305.65",R$ 510.28,"R$ 4,257.40","R$ 6,073.33"
7/2020,4215,285,R$ 853.44,R$ 310.87,"R$ 2,543.67","R$ 3,707.98"
7/2020,4225,189,R$ 161.28,R$ 71.79,R$ 460.60,R$ 693.67
7/2020,4235,657,R$ 79.99,R$ 36.44,R$ 296.46,R$ 412.89
7/2020,4245,487,R$ 76.90,R$ 39.61,R$ 204.46,R$ 320.97
7/2020,4255,490,R$ 390.12,R$ 178.57,"R$ 1,154.61","R$ 1,723.30"
7/2020,4265,96,R$ 52.99,R$ 18.91,R$ 206.78,R$ 278.68
7/2020,4275,209,"R$ 4,078.28","R$ 1,546.94","R$ 10,492.89","R$ 16,118.11"
7/2020,4285,279,"R$ 2,069.25","R$ 1,070.74","R$ 7,326.63","R$ 10,466.62"
7/2020,4295,258,R$ 621.61,R$ 291.18,"R$ 2,089.81","R$ 3,002.60"
7/2020,4305,49,R$ 32.50,R$ 17.20,R$ 91.90,R$ 141.60
7/2020,4315,598,R$ 106.18,R$ 40.27,R$ 309.79,R$ 456.24
7/2020,4325,1280,"R$ 1,121.51",R$ 416.91,"R$ 3,224.51","R$ 4,762.93"
7/2020,4335,227,R$ 371.32,R$ 188.75,"R$ 1,377.91","R$ 1,937.98"
7/2020,4345,1301,"R$ 1,566.39",R$ 597.13,"R$ 4,704.79","R$ 6,868.31"
7/2020,4355,477,R$ 527.49,R$ 229.31,"R$ 1,975.36","R$ 2,732.16"
7/2020,4365,853,"R$ 16,523.22","R$ 7,847.31","R$ 48,814.26","R$ 73,184.79"
7/2020,4375,1083,"R$ 5,662.57","R$ 2,147.87","R$ 14,633.34","R$ 22,443.77"
7/2020,4385,1481,"R$ 5,577.34","R$ 2,094.38","R$ 16,453.18","R$ 24,124.90"
7/2020,4395,1619,"R$ 8,492.34","R$ 4,278.09","R$ 23,509.21","R$ 36,279.64"
7/2020,4405,253,R$ 456.94,R$ 237.50,"R$ 1,538.48","R$ 2,232.92"
7/2020,4415,956,"R$ 1,243.04",R$ 626.20,"R$ 4,977.78","R$ 6,847.01"
7/2020,4425,935,R$ 562.35,R$ 227.47,"R$ 1,499.51","R$ 2,289.33"
7/2020,4435,926,"R$ 2,549.57","R$ 1,077.12","R$ 6,391.80","R$ 10,018.50"
7/2020,4445,749,"R$ 6,243.30","R$ 3,347.03","R$ 17,348.80","R$ 26,939.13"
7/2020,4455,458,"R$ 2,193.90",R$ 967.35,"R$ 7,853.56","R$ 11,014.80"
7/2020,4465,663,"R$ 2,441.96",R$ 907.78,"R$ 9,338.63","R$ 12,688.36"
7/2020,4475,594,"R$ 1,026.74",R$ 413.29,"R$ 3,060.07","R$ 4,500.10"
7/2020,4485,605,R$ 579.88,R$ 266.65,"R$ 1,766.22","R$ 2,612.74"
7/2020,4495,1245,"R$ 9,341.32","R$ 4,684.69","R$ 23,577.24","R$ 37,603.25"
7/2020,4505,816,"R$ 1,804.20",R$ 833.52,"R$ 5,355.38","R$ 7,993.10"
7/2020,4515,1231,"R$ 1,073.50",R$ 460.07,"R$ 3,057.94","R$ 4,591.51"
7/2020,4525,216,R$ 220.02,R$ 86.41,R$ 574.11,R$ 880.54
7/2020,4535,357,R$ 615.04,R$ 245.16,"R$ 1,483.66","R$ 2,343.86"
7/2020,4545,613,R$ 389.18,R$ 178.15,"R$ 1,503.23","R$ 2,070.56"
7/2020,4555,351,R$ 47.81,R$ 25.17,R$ 152.96,R$ 225.94
7/2020,4565,1030,R$ 827.36,R$ 347.86,"R$ 2,364.61","R$ 3,539.83"
7/2020,4575,531,"R$ 1,581.62",R$ 771.98,"R$ 4,239.11","R$ 6,592.71"
7/2020,4585,750,"R$ 2,698.25","R$ 1,446.52","R$ 7,336.59","R$ 11,481.35"
7/2020,4595,789,"R$ 2,809.97","R$ 1,233.16","R$ 10,294.21","R$ 14,337.34"
7/2020,4605,688,"R$ 1,051.65",R$ 440.05,"R$ 3,258.93","R$ 4,750.63"
7/2020,4615,665,R$ 253.46,R$ 120.92,R$ 795.56,"R$ 1,169.94"
7/2020,4625,682,"R$ 1,026.78",R$ 442.14,"R$ 2,533.59","R$ 4,002.51"
7/2020,4635,602,"R$ 1,203.16",R$ 491.43,"R$ 3,991.97","R$ 5,686.57"
7/2020,4645,253,R$ 318.54,R$ 119.61,R$ 730.24,"R$ 1,168.39"
7/2020,4655,991,"R$ 1,014.43",R$ 486.21,"R$ 3,586.28","R$ 5,086.91"
7/2020,4665,1156,"R$ 1,405.10",R$ 711.01,"R$ 4,710.06","R$ 6,826.17"
7/2020,4675,571,"R$ 2,677.11",R$ 995.20,"R$ 9,878.63","R$ 13,550.93"
7/2020,4685,154,R$ 89.40,R$ 35.98,R$ 273.92,R$ 399.30
7/2020,4695,1105,"R$ 1,569.66",R$ 794.28,"R$ 5,787.58","R$ 8,151.52"
7/2020,4705,1027,"R$ 1,996.26",R$ 939.41,"R$ 7,817.72","R$ 10,753.40"
7/2020,4715,1567,"R$ 1,106.29",R$ 430.23,"R$ 3,250.12","R$ 4,786.63"
7/2020,4725,435,R$ 164.25,R$ 62.62,R$ 398.13,R$ 625.00
7/2020,4735,1400,"R$ 1,045.26",R$ 441.60,"R$ 2,631.87","R$ 4,118.73"
7/2020,4745,901,"R$ 4,686.31","R$ 2,457.45","R$ 11,957.18","R$ 19,100.94"
7/2020,4755,167,R$ 75.59,R$ 35.74,R$ 186.33,R$ 297.67
7/2020,4765,648,"R$ 1,215.76",R$ 496.57,"R$ 3,152.25","R$ 4,864.58"
7/2020,4775,513,R$ 870.09,R$ 307.29,"R$ 2,536.74","R$ 3,714.12"
7/2020,4785,891,"R$ 1,632.10",R$ 585.43,"R$ 5,905.31","R$ 8,122.84"
7/2020,4795,581,R$ 88.85,R$ 41.43,R$ 317.42,R$ 447.71
7/2020,4805,350,"R$ 1,323.95",R$ 614.48,"R$ 3,647.81","R$ 5,586.24"
7/2020,4815,470,R$ 255.84,R$ 91.77,"R$ 1,031.80","R$ 1,379.41"
7/2020,4825,398,R$ 79.93,R$ 31.23,R$ 259.38,R$ 370.54
7/2020,4835,851,R$ 622.90,R$ 287.76,"R$ 2,512.87","R$ 3,423.53"
7/2020,4845,955,R$ 468.46,R$ 219.44,"R$ 1,347.31","R$ 2,035.21"
7/2020,4855,821,"R$ 1,634.62",R$ 849.60,"R$ 6,516.56","R$ 9,000.77"
7/2020,4865,562,R$ 472.82,R$ 247.94,"R$ 1,589.37","R$ 2,310.13"
7/2020,4875,760,"R$ 3,437.19","R$ 1,452.13","R$ 13,772.19","R$ 18,661.51"
7/2020,4885,689,R$ 818.64,R$ 414.25,"R$ 3,367.45","R$ 4,600.35"
7/2020,4895,843,R$ 884.78,R$ 429.90,"R$ 3,234.39","R$ 4,549.07"
7/2020,4905,367,R$ 135.86,R$ 66.62,R$ 364.68,R$ 567.16
7/2020,4915,1145,"R$ 1,584.57",R$ 592.04,"R$ 3,643.22","R$ 5,819.84"
7/2020,4925,983,R$ 232.47,R$ 84.69,R$ 715.92,"R$ 1,033.08"
7/2020,4935,304,R$ 749.36,R$ 278.58,"R$ 2,277.35","R$ 3,305.28"
7/2020,4945,1017,"R$ 5,348.09","R$ 1,928.23","R$ 13,048.60","R$ 20,324.92"
7/2020,4955,1074,"R$ 1,444.65",R$ 646.02,"R$ 4,283.34","R$ 6,374.01"
7/2020,4965,836,"R$ 10,215.93","R$ 5,077.39","R$ 32,054.43","R$ 47,347.75"
7/2020,4975,525,"R$ 2,148.60",R$ 778.65,"R$ 5,607.02","R$ 8,534.28"
7/2020,4985,981,"R$ 4,214.88","R$ 1,566.85","R$ 15,474.64","R$ 21,256.37"
7/2020,4995,767,R$ 598.86,R$ 279.23,"R$ 1,567.86","R$ 2,445.96"
7/2020,5005,927,"R$ 1,752.82",R$ 859.43,"R$ 4,544.60","R$ 7,156.85"
7/2020,5015,702,R$ 510.51,R$ 259.50,"R$ 2,081.87","R$ 2,851.87"
7/2020,5025,430,"R$ 3,562.17","R$ 1,284.32","R$ 13,581.21","R$ 18,427.70"
7/2020,5035,1070,"R$ 5,364.65","R$ 2,343.18","R$ 21,711.36","R$ 29,419.19"
7/2020,5045,96,R$ 177.19,R$ 92.51,R$ 575.75,R$ 845.45
7/2020,5055,699,"R$ 2,136.95",R$ 802.46,"R$ 6,729.72","R$ 9,669.13"
7/2020,5065,922,"R$ 7,269.35","R$ 3,516.03","R$ 19,681.78","R$ 30,467.16"
7/2020,5075,1411,"R$ 1,236.18",R$ 468.89,"R$ 4,827.78","R$ 6,532.85"
7/2020,5085,971,"R$ 4,171.69","R$ 2,158.65","R$ 11,501.61","R$ 17,831.96"
7/2020,5095,684,R$ 585.91,R$ 278.27,"R$ 2,312.95","R$ 3,177.13"
7/2020,5105,990,"R$ 1,689.27",R$ 660.20,"R$ 5,482.12","R$ 7,831.59"
7/2020,5115,457,R$ 321.71,R$ 154.91,R$ 950.37,"R$ 1,426.99"
7/2020,5125,55,R$ 548.02,R$ 284.84,"R$ 2,240.44","R$ 3,073.30"
7/2020,5145,55,R$ 46.91,R$ 17.17,R$ 144.65,R$ 208.73
7/2020,5165,111,R$ 79.76,R$ 32.89,R$ 336.18,R$ 448.84
7/2020,5175,55,R$ 162.90,R$ 57.53,R$ 391.87,R$ 612.30
7/2020,5185,111,R$ 113.36,R$ 54.08,R$ 374.46,R$ 541.91
7/2020,5195,111,R$ 30.42,R$ 12.79,R$ 71.41,R$ 114.62
7/2020,5205,55,R$ 128.86,R$ 46.70,R$ 431.92,R$ 607.48
7/2020,5215,166,R$ 405.71,R$ 166.51,"R$ 1,493.56","R$ 2,065.78"
